所在文件夹,文件名,文件大小(KB),文件夹总大小(KB),文件夹文件总数
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,收纳15.mp4,2275.87,34081.85,20
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,收纳16.mp4,2058.55,34081.85,20
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,收纳2.jpg,863.18,34081.85,20
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,收纳3.jpg,1137.4,34081.85,20
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,收纳4.jpg,1156.53,34081.85,20
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,收纳5.jpg,1154.8,34081.85,20
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,收纳6.jpg,1167.36,34081.85,20
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,收纳7.jpg,1172.34,34081.85,20
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,收纳8.jpg,1058.23,34081.85,20
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,收纳9.jpg,1067.18,34081.85,20
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,楼梯间1.jpg,2916.35,34081.85,20
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,楼梯间2.jpg,3174.52,34081.85,20
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,阳台1.jpg,2785.58,34081.85,20
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,阳台2.jpg,3177.07,34081.85,20
H:\核心存储\档案馆\2019-2023 大学\学校\校门口的狗,mmexport1658148097744.jpg,603.09,3031.64,5
H:\核心存储\档案馆\2019-2023 大学\学校\校门口的狗,mmexport1658372074910.jpg,1918.07,3031.64,5
H:\核心存储\档案馆\2019-2023 大学\学校\校门口的狗,mmexport1658372088761.jpg,142.67,3031.64,5
H:\核心存储\档案馆\2019-2023 大学\学校\校门口的狗,mmexport1658372108205.jpg,205.41,3031.64,5
H:\核心存储\档案馆\2019-2023 大学\学校\校门口的狗,mmexport1658372119582.jpg,162.41,3031.64,5
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,103_1.jpg,2086.03,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,103_2.jpg,2564.9,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,112_113_1.jpg,2960.89,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,112_113_2.jpg,2600.21,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,420_1.jpg,2627.67,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,420_2.jpg,2230.4,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,601_1.jpg,2087.26,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,601_2.jpg,2101.56,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,601_3.jpg,2613.43,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,601_4.jpg,2570.32,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,601_5.jpg,2366.78,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,601_6.jpg,2756.91,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,601_7.jpg,2511.93,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,健身房1.jpg,2654.29,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,健身房2.jpg,184.05,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,小礼堂1.mp4,25841.16,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,小礼堂2.jpg,2885.35,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,小礼堂3.jpg,2734.77,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,小礼堂4.jpg,3340.16,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,小礼堂5.jpg,3370.99,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,小礼堂6.jpg,2823.09,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\场地,小礼堂7.jpg,1721.96,77634.12,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,1.jpg,11.97,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,19舞蹈大赛1.mp4,19006.75,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,19舞蹈大赛2.jpg,139.94,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,19舞蹈大赛3.mp4,19312.72,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,19舞蹈大赛4.mp4,2915.1,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,19舞蹈大赛5.mp4,10748.62,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,2.mp4,6012.6,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,3.mp4,9514.5,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,4.mp4,10146.0,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,5.mp4,5029.12,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,6.mp4,8348.8,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,7.mp4,6836.22,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,8.mp4,6773.58,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,9.mp4,7819.98,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,合照1.jpg,236.48,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,合照2.jpg,129.1,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,合照3.jpg,200.96,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,王一丰.jpg,925.49,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,运动会1.png,133.39,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,运动会2.jpg,534.75,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,运动会3.jpg,9133.74,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大一,运动会4.jpg,429.59,124339.39,22
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三,mmexport1713831605523.mp4,1479.83,1479.83,1
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,IMG_20211120_101758.jpg,414.23,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,IMG_3202.jpg,8360.83,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,IMG_3274.jpg,9453.0,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,IMG_3298.jpg,8517.63,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,mmexport1637374647452.jpg,582.74,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,mmexport1637681104338.mp4,67155.9,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,mmexport1640187996164.mp4,30573.25,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,VID_20211101_222750.mp4,189088.63,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,VID_20220225_205928.mp4,85227.91,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,VID_20220304_214012.mp4,730000.32,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,ZGL00207.jpg,7649.17,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,ZGL00400.jpg,6660.39,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,ZGL00665.jpg,8012.32,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,ZGL00685.jpg,8537.92,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,微信图片_20211123231705.jpg,6432.11,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,微信图片_202111232317053.jpg,6605.46,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,微信图片_202111232317055.jpg,6617.03,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,微信图片_202111232317058.jpg,6650.14,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,泉州校区1.jpg,7717.07,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,泉州校区2.jpg,5514.92,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,泉州校区3.jpg,6505.54,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,泉州校区4.jpg,6094.56,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上,泉州校区5.jpg,3780.15,1216151.2,23
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上\locking纳新,locking素材.png,121.87,897.08,2
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\上\locking纳新,海报.png,775.21,897.08,2
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\换届,10.jpg,11453.44,83105.06,8
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\换届,11.jpg,12324.69,83105.06,8
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\换届,13.jpg,9989.72,83105.06,8
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\换届,19.jpg,12576.0,83105.06,8
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\换届,20.jpg,10758.64,83105.06,8
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\换届,21.jpg,11381.15,83105.06,8
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\换届,22.jpg,13841.91,83105.06,8
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\换届,很饿.jpg,779.53,83105.06,8
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,合照1.jpg,1954.01,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,合照10.jpg,7950.0,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,合照2.jpg,1845.69,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,合照5.jpg,3358.36,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,合照6.jpg,3351.1,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,合照7.jpg,2663.99,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,合照8.jpg,1859.33,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,合照9.jpg,7632.63,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,完整节目.mp4,633665.56,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,彩排1.mp4,3793.26,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,彩排2.mp4,1996.65,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,排练1.mp4,28009.64,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,排练10.mp4,14628.21,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,排练11.mp4,49818.1,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,排练2.mp4,46265.05,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,排练3.mp4,38520.27,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,排练4.mp4,26137.97,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,排练5.mp4,961738.24,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,排练6.mp4,14297.28,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,排练7.mp4,29701.56,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,排练8.mp4,46870.41,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,排练9.mp4,27910.3,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,舞台1.jpg,980.88,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,舞台2.jpg,1049.74,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,舞台3.jpg,1176.41,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,舞台4.jpg,1299.73,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,舞台5.jpg,1292.77,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,舞台6.jpg,1022.97,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,舞台7.jpg,1167.87,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,舞台8.jpg,1181.64,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会,节目审核.mp4,35475.98,1998615.62,31
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,正片.mp4,375536.0,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮1.mp4,1320.52,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮10.mp4,11292.04,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮11.mp4,13626.29,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮12.mp4,10300.96,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮13.mp4,7392.61,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮14.mp4,15626.43,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮15.mp4,9251.47,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮16.mp4,5857.47,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮17.mp4,5279.88,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮18.mp4,12753.46,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮19.mp4,52262.85,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮2.mp4,5149.82,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮20.mp4,177478.03,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮21.mp4,171687.16,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮22.mp4,93580.26,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮23.mp4,111966.54,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮24.mp4,9663.1,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮25.mp4,282160.95,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮3.mp4,6394.16,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮4.mp4,7425.8,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮5.mp4,11127.83,1489923.37,26
H:\核心存储\档案馆\2019-2023 大学\艺术团\大三\下\文艺晚会\尤旺星的纪录片,花絮6.mp4,21311.52,1489923.37,26
